Año,Cód. Institución,Nombre Institución,Tipo Institución,Clasificación1,Clasificación2,Clasificación3,Clasificación4,Clasificación5,Clasificación6,Comuna donde se imparte la carrera o programa,Nombre Region,Cód. Carrera,Carrera Genérica,Nombre Programa,Horario,Tipo Programa,Area Conocimiento,Tipo Carrera,IngresoDirecto,Año Inicio Actividades,Nombre del Campus,Duración (en semestres),Título,Grado Académico,Promedio Puntaje (promedio matemáticas y lenguaje),Puntaje de corte (primer seleccionado),Puntaje de corte (promedio de la carrera),Puntaje de corte (último seleccionado),Promedio Puntaje NEM,Promedio Puntaje Ranking,Nº Alumnos Ingreso Via PSU o PDT,Nº Alumnos Ingreso Otra Via,Valor de matrícula,Valor de arancel,Valor del Título,Tipo Moneda,Vacantes,Matrícula primer año hombres,Matrícula primer año mujeres,Matrícula primer año extranjeros,Matrícula Primer Año,Matrícula total hombres,Matrícula total mujeres,Matrícula total extranjeros,Matrícula Total
2019,1049,U. CATÓLICA DEL MAULE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Talca,Región del Maule,41246,Tecnología Médica,Tecnología Médica,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,2019,San Miguel,10.0,Tecnólogo (a) Médico M/ Oftalmología y Optometría o Imagenología y Física,Licenciado(a) en Tecnología Médica,604.0,743.0,669.0,634.0,711.0,761.0,69.0,9.0,150000.0,3540000.0,197000.0,Pesos,60.0,25.0,53.0,0.0,78,25.0,53.0,0.0,78
2019,1049,U. CATÓLICA DEL MAULE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Talca,Región del Maule,3643,Ingeniería Civil en Computación y/o Informática,Ingeniería Civil Informática,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,1998,San Miguel,12.0,Ingeniero Civil Informático,Licenciado en Ciencias de la Ingeniería,556.0,703.0,574.0,501.0,585.0,605.0,100.0,5.0,150000.0,3629000.0,197000.0,Pesos,105.0,101.0,4.0,0.0,105,181.0,11.0,0.0,192
2019,1049,U. CATÓLICA DEL MAULE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Talca,Región del Maule,44948,Ingeniería Civil en Computación y/o Informática,Ingeniería Civil Informática,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2016,San Miguel,11.0,Ingeniero Civil Informático,Licenciado (a) en Ciencias de la Ingeniería,556.0,703.0,574.0,501.0,585.0,605.0,100.0,5.0,150000.0,3629000.0,197000.0,Pesos,105.0,101.0,4.0,0.0,105,181.0,11.0,0.0,192
2019,1049,U. CATÓLICA DEL MAULE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Talca,Región del Maule,33719,Ingeniería Civil Industrial,Ingeniería Civil Industrial,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2016,San Miguel,11.0,Ingeniero Civil Industrial,Licenciado en Ciencias de la Ingeniería,572.0,718.0,605.0,540.0,623.0,650.0,112.0,10.0,150000.0,3555000.0,197000.0,Pesos,100.0,83.0,39.0,0.0,122,224.0,129.0,0.0,353
2019,1049,U. CATÓLICA DEL MAULE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Talca,Región del Maule,33713,Ingeniería Civil Plan Común,Ingeniería Civil,Diurno,Programa Regular,Tecnología,Plan Común o Ciclo Básico,Ingreso Directo,2016,San Miguel,11.0,Ingeniero Civil,Licenciado en Ciencias de la Ingeniería,554.0,751.0,583.0,501.0,595.0,615.0,85.0,4.0,150000.0,3937000.0,197000.0,Pesos,100.0,69.0,20.0,0.0,89,204.0,88.0,3.0,292
2019,1049,U. CATÓLICA DEL MAULE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Talca,Región del Maule,27905,Ingeniería en Biotecnología y similares,Ingeniería en Biotecnología,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2013,San Miguel,10.0,Ingeniero en Biotecnología,Licenciado en Ciencias Biotecnológicas,567.0,707.0,595.0,529.0,613.0,634.0,71.0,8.0,150000.0,3406000.0,197000.0,Pesos,70.0,32.0,47.0,0.0,79,111.0,158.0,1.0,269
2019,1049,U. CATÓLICA DEL MAULE,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Talca,Región del Maule,3640,Ingeniería en Construcción y similares,Ingeniería en Construcción,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,1994,San Miguel,10.0,Ingeniero Constructor,Licenciado en Ciencias de la Construcción,544.0,713.0,568.0,500.0,587.0,605.0,81.0,6.0,150000.0,3537000.0,197000.0,Pesos,115.0,71.0,16.0,0.0,87,367.0,93.0,3.0,460
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3904,"Contabilidad, Auditoría y similares",Contador Auditor,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,1994,San Andrés,8.0,Contador Auditor,Licenciado en Contabilidad y Auditoría,520.0,714.0,524.0,460.0,509.0,517.0,63.0,3.0,90000.0,2308000.0,100000.0,Pesos,65.0,40.0,26.0,0.0,66,109.0,138.0,1.0,247
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3902,Ingeniería Comercial,Ingeniería Comercial,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,1993,San Andrés,10.0,Ingeniero Comercial,Licenciado en Ciencias de la Administración de Empresas,548.0,715.0,578.0,537.0,597.0,615.0,125.0,17.0,90000.0,3085000.0,100000.0,Pesos,120.0,74.0,68.0,0.0,142,324.0,308.0,0.0,632
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,39121,Ingeniería en Control de Gestión y similares,Ingeniería en Información y Control de Gestión,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,2018,San Andrés,10.0,Ingeniero en Información y Control de Gestión,Licenciado en Sistemas de Información y Control de Gestión,538.0,717.0,542.0,437.0,539.0,554.0,59.0,6.0,90000.0,3098000.0,100000.0,Pesos,80.0,44.0,21.0,0.0,65,69.0,42.0,0.0,111
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3897,Biología Marina y similares,Biología Marina,Diurno,Programa Regular,"Agricultura, Silvicultura, Pesca y Veterinaria",Profesional con Licenciatura,Ingreso Directo,1992,San Andrés,10.0,Biólogo Marino,Licenciado en Ciencias M/Biología Marina,544.0,714.0,554.0,510.0,561.0,572.0,24.0,1.0,90000.0,2610000.0,100000.0,Pesos,30.0,14.0,11.0,0.0,25,43.0,49.0,9.0,92
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,29199,"Comunicación Audiovisual, Digital y similares",Dirección Audiovisual y Multimedia,Diurno,Programa Regular,Arte y Arquitectura,Profesional con Licenciatura,Ingreso Directo,2014,San Andrés,8.0,Director Audiovisual y Multimedia,Licenciado en Comunicación Audiovisual Multimedia,562.0,691.0,578.0,520.0,577.0,599.0,52.0,2.0,90000.0,2842000.0,100000.0,Pesos,40.0,32.0,22.0,0.0,54,122.0,73.0,0.0,195
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,13485,Química y carreras similares,Química Ambiental,Diurno,Programa Regular,Ciencias,Profesional con Licenciatura,Ingreso Directo,2007,San Andrés,10.0,Químico Ambiental,Licenciado en Química,518.0,678.0,522.0,436.0,521.0,534.0,26.0,1.0,90000.0,2610000.0,100000.0,Pesos,25.0,10.0,17.0,0.0,27,38.0,58.0,0.0,96
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3901,Periodismo y similares,Periodismo,Diurno,Programa Regular,Ciencias Sociales,Profesional con Licenciatura,Ingreso Directo,1993,San Andrés,10.0,Periodista,Licenciado en Comunicación Social,556.0,719.0,594.0,553.0,593.0,610.0,64.0,2.0,90000.0,2900000.0,100000.0,Pesos,60.0,20.0,46.0,0.0,66,140.0,173.0,0.0,313
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3920,"Trabajo Social, Servicio Social, Planificación Social y similares",Trabajo Social,Diurno,Programa Regular,Ciencias Sociales,Profesional con Licenciatura,Ingreso Directo,2003,San Andrés,9.0,Asistente Social,Licenciado en Trabajo Social,523.0,670.0,555.0,524.0,562.0,572.0,93.0,5.0,90000.0,2308000.0,100000.0,Pesos,75.0,22.0,76.0,0.0,98,92.0,313.0,0.0,405
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3896,Derecho,Licenciatura en Derecho,Diurno,Programa Regular,Derecho,Profesional con Licenciatura,Ingreso Directo,1976,Santo Domingo,10.0,Abogado,Licenciado en Derecho,583.0,685.0,638.0,612.0,651.0,679.0,116.0,12.0,90000.0,3480000.0,50000.0,Pesos,100.0,45.0,83.0,0.0,128,252.0,388.0,0.0,640
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,11890,Educación Diferencial,Pedagogía en Educación Diferencial,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2006,San Andrés,9.0,Profesor de Educación Diferencial,Licenciado en Educación,551.0,703.0,585.0,535.0,610.0,630.0,67.0,14.0,90000.0,2203000.0,100000.0,Pesos,60.0,2.0,79.0,0.0,81,9.0,414.0,0.0,423
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,36851,Educación Parvularia,Educación de Párvulos,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2000,San Andrés,8.0,Educador de Párvulos M/ Inglés,Licenciado en Educación,536.0,698.0,568.0,529.0,591.0,610.0,44.0,14.0,90000.0,2308000.0,100000.0,Pesos,40.0,0.0,58.0,0.0,58,0.0,201.0,0.0,201
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3906,Pedagogía Básica y menciones,Pedagogía en Educación Básica,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,1983,San Andrés,8.0,Profesor de Educación General Básica,Licenciado en Educación,544.0,693.0,557.0,510.0,561.0,576.0,45.0,12.0,90000.0,1972000.0,100000.0,Pesos,40.0,17.0,40.0,0.0,57,47.0,180.0,0.0,227
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,11891,"Pedagogía en Biología, Química y similares",Pedagogía en Educ. Media en Biología y Ciencias Naturales,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2006,San Andrés,10.0,Profesor de Educación Media en Biología y Ciencias Naturales,Licenciado en Educación,545.0,731.0,543.0,461.0,534.0,547.0,38.0,5.0,90000.0,1972000.0,100000.0,Pesos,40.0,17.0,26.0,0.0,43,33.0,66.0,0.0,99
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,24381,Pedagogía en Educación Física y similares,Pedagogía en Educación Física,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2012,San Andrés,8.0,Profesor en  Educación Física,Licenciado en Educación,536.0,666.0,533.0,487.0,528.0,536.0,89.0,3.0,90000.0,2233000.0,100000.0,Pesos,70.0,69.0,23.0,0.0,92,92.0,293.0,0.0,385
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3945,Pedagogía en Inglés y similares,Pedagogía en Educación Media en Inglés,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2004,San Andrés,10.0,Profesor de Educación Media en Inglés,Licenciado en Educación,575.0,787.0,586.0,538.0,586.0,604.0,71.0,5.0,90000.0,2273000.0,100000.0,Pesos,60.0,21.0,55.0,0.0,76,107.0,247.0,1.0,354
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,21404,Pedagogía en Matemáticas,Pedagogía en Educación Media en Matemáticas,Diurno,Programa Regular,Educación,Profesional con Licenciatura,Ingreso Directo,2011,San Andrés,9.0,Profesor de Matemáticas,Licenciado en Educación,586.0,699.0,623.0,565.0,634.0,662.0,43.0,8.0,90000.0,2029000.0,100000.0,Pesos,40.0,24.0,27.0,0.0,51,100.0,94.0,2.0,194
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3908,Enfermería,Enfermería,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,1997,San Andrés,10.0,Enfermero,Licenciado en Enfermería,583.0,690.0,657.0,637.0,704.0,749.0,76.0,9.0,90000.0,3711000.0,100000.0,Pesos,70.0,19.0,66.0,0.0,85,84.0,292.0,0.0,376
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,21403,Kinesiología,Kinesiología,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,2011,San Andrés,10.0,Kinesiólogo,Licenciado en Kinesiología,551.0,676.0,608.0,582.0,653.0,684.0,75.0,3.0,90000.0,3920000.0,100000.0,Pesos,70.0,25.0,53.0,0.0,78,147.0,256.0,0.0,403
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3907,Medicina,Medicina,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,1997,San Andrés,14.0,Médico Cirujano,Licenciado en Medicina,718.0,776.0,767.0,758.0,787.0,836.0,61.0,2.0,90000.0,6263000.0,100000.0,Pesos,55.0,26.0,37.0,0.0,63,177.0,254.0,0.0,431
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3919,Nutrición y Dietética,Nutrición y Dietética,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,2003,San Andrés,10.0,Nutricionista,Licenciado en Nutrición y Dietética,544.0,702.0,595.0,562.0,636.0,664.0,66.0,3.0,90000.0,2621000.0,100000.0,Pesos,65.0,13.0,56.0,0.0,69,44.0,298.0,0.0,342
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,31635,Tecnología Médica,Tecnología Médica,Diurno,Programa Regular,Salud,Profesional con Licenciatura,Ingreso Directo,2015,San Andrés,11.0,Tecnólogo Médico,Licenciado en Tecnología Médica,615.0,751.0,690.0,669.0,736.0,788.0,77.0,4.0,90000.0,4060000.0,100000.0,Pesos,75.0,28.0,53.0,0.0,81,131.0,248.0,0.0,379
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3909,Ingeniería Civil en Computación y/o Informática,Ingeniería Civil Informática,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,1998,San Andrés,12.0,Ingeniero Civil Informático,Licenciado en Ciencias de la Ingeniería,569.0,703.0,581.0,541.0,584.0,599.0,54.0,4.0,90000.0,3224000.0,100000.0,Pesos,50.0,51.0,7.0,0.0,58,190.0,32.0,0.0,222
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3911,Ingeniería Civil en Obras Civiles y similares,Ingeniería Civil,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2001,San Andrés,12.0,Ingeniero Civil,Licenciado en Ciencias de la Ingeniería,559.0,731.0,582.0,539.0,589.0,601.0,92.0,8.0,90000.0,3341000.0,100000.0,Pesos,90.0,71.0,29.0,0.0,100,410.0,149.0,2.0,559
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,21405,Ingeniería Civil Geológica,Ingeniería Civil Geológica,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,2011,San Andrés,11.0,Ingeniero Civil Geólogo,Licenciado en Ciencias de la Ingeniería,540.0,682.0,544.0,450.0,529.0,540.0,64.0,2.0,90000.0,3341000.0,100000.0,Pesos,80.0,37.0,29.0,1.0,66,198.0,161.0,1.0,359
2019,1050,U. CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Concepción,Región del Bío-Bío,3910,Ingeniería Civil Industrial,Ingeniería Civil Industrial,Diurno,Programa Regular,Tecnología,Profesional con Licenciatura,Ingreso Directo,1998,San Andrés,12.0,Ingeniero Civil Industrial,Licenciado en Ciencias de la Ingeniería,574.0,699.0,607.0,569.0,625.0,647.0,109.0,5.0,90000.0,3341000.0,100000.0,Pesos,100.0,72.0,42.0,0.0,114,369.0,242.0,0.0,611
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,28919,Administración pública y similares,Administración Pública,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,2014,San Francisco,10.0,Administrador Público,Licenciado en Ciencias de la Administración Pública,536.0,689.0,569.0,486.0,563.0,585.0,41.0,2.0,155000.0,2498000.0,96429.0,Pesos,30.0,20.0,23.0,0.0,43,74.0,86.0,0.0,160
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,18222,"Contabilidad, Auditoría y similares",Contador Auditor,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,2010,San Francisco,8.0,Contador Auditor,Licenciado en Control de Gestión,522.0,727.0,550.0,476.0,546.0,581.0,29.0,7.0,155000.0,2439000.0,96429.0,Pesos,30.0,16.0,20.0,0.0,36,66.0,84.0,0.0,150
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,14916,Ingeniería Comercial,Ingeniería Comercial,Diurno,Programa Regular,Administración y Comercio,Profesional con Licenciatura,Ingreso Directo,2008,San Francisco,10.0,Ingeniero Comercial,Licenciado en Ciencias Económicas y Administrativas,535.0,680.0,543.0,480.0,531.0,551.0,82.0,15.0,155000.0,3397000.0,96429.0,Pesos,80.0,58.0,39.0,0.0,97,267.0,212.0,1.0,479
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,3865,Agronomía,Agronomía,Diurno,Programa Regular,"Agricultura, Silvicultura, Pesca y Veterinaria",Profesional con Licenciatura,Ingreso Directo,1995,San Juan Pablo II,10.0,Ingeniero Agrónomo,Licenciado en Agronomía,511.0,683.0,522.0,475.0,516.0,532.0,51.0,15.0,155000.0,3248000.0,96429.0,Pesos,60.0,41.0,25.0,0.0,66,200.0,116.0,1.0,316
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,3862,Medicina Veterinaria,Medicina Veterinaria,Diurno,Programa Regular,"Agricultura, Silvicultura, Pesca y Veterinaria",Profesional con Licenciatura,Ingreso Directo,1994,Dr. Luis Rivas del Canto,10.0,Médico Veterinario,Licenciado en Medicina Veterinaria,564.0,737.0,617.0,564.0,635.0,677.0,92.0,12.0,155000.0,4345000.0,96429.0,Pesos,75.0,30.0,74.0,0.0,104,145.0,337.0,3.0,482
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,34327,Arquitectura,Arquitectura,Diurno,Programa Regular,Arte y Arquitectura,Profesional con Licenciatura,Ingreso Directo,2016,San Juan Pablo II,10.0,Arquitecto/A,Licenciado en Arquitectura,546.0,714.0,572.0,496.0,580.0,602.0,67.0,4.0,155000.0,3537000.0,96429.0,Pesos,40.0,40.0,31.0,0.0,71,112.0,97.0,0.0,209
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,16492,"Diseño Gráfico, Diseño Web y similares",Diseño Gráfico,Diurno,Programa Regular,Arte y Arquitectura,Profesional con Licenciatura,Ingreso Directo,2009,Monseñor Alejandro Menchaca Lira,10.0,Diseñador Gráfico,Licenciado en Diseño,587.0,760.0,610.0,539.0,598.0,636.0,27.0,4.0,155000.0,3377000.0,96429.0,Pesos,20.0,15.0,16.0,0.0,31,36.0,45.0,0.0,81
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,16491,Diseño Industrial y similares,Diseño Industrial,Diurno,Programa Regular,Arte y Arquitectura,Profesional con Licenciatura,Ingreso Directo,2009,Monseñor Alejandro Menchaca Lira,10.0,Diseñador Industrial,Licenciado en Diseño,555.0,695.0,556.0,476.0,542.0,562.0,17.0,8.0,155000.0,3377000.0,96429.0,Pesos,20.0,12.0,13.0,1.0,25,24.0,32.0,1.0,56
2019,1052,U. CATÓLICA DE TEMUCO,Univ.,(a) Universidades CRUCH,(b) Universidades Privadas CRUCH,(a) Acreditada,(a) Autónoma,(a) Adscritas a Gratuidad,(a) Subsistema Universitario,Temuco,Región de La Araucanía,26338,Geología,Geología,Diurno,Programa Regular,Ciencias,Profesional con Licenciatura,Ingreso Directo,2013,San Juan Pablo II,10.0,Geólogo,Licenciado en Geología,563.0,683.0,575.0,476.0,573.0,595.0,58.0,7.0,155000.0,3395000.0,96429.0,Pesos,55.0,40.0,25.0,0.0,65,176.0,114.0,1.0,290
